"Date","Price","Open","High","Low","Vol.","Change %"
"12/19/2011","211.50","214.46","214.87","211.35","34.00M","-1.23%"
"12/16/2011","214.13","212.23","215.77","212.23","72.20M","1.00%"
"12/15/2011","212.01","210.43","212.86","210.22","33.56M","1.33%"
"12/14/2011","209.23","207.55","211.06","207.19","37.84M","0.39%"
"12/13/2011","208.41","211.08","213.01","207.19","35.86M","-0.92%"
"12/12/2011","210.35","213.08","213.08","209.04","37.73M","-1.79%"
"12/09/2011","214.18","210.64","215.10","210.64","36.63M","1.94%"
"12/08/2011","210.11","214.26","214.26","209.63","38.98M","-2.35%"
"12/07/2011","215.17","212.17","215.61","210.85","41.93M","1.03%"
"12/06/2011","212.97","212.95","213.96","211.42","30.46M","-0.06%"
"12/05/2011","213.09","212.30","215.34","211.65","34.77M","0.79%"
"12/02/2011","211.42","212.01","214.71","211.15","34.81M","0.23%"
"12/01/2011","210.94","213.27","213.27","209.57","33.15M","-1.09%"
"11/30/2011","213.27","204.40","213.41","204.40","85.93M","4.74%"
"11/29/2011","203.62","204.75","205.00","202.68","31.33M","-0.31%"
"11/28/2011","204.25","200.34","205.23","200.34","42.59M","2.19%"
"11/25/2011","199.88","198.76","203.31","198.44","17.23M","0.49%"
"11/23/2011","198.91","203.44","203.44","198.87","35.89M","-2.76%"
"11/22/2011","204.55","205.41","206.32","203.54","31.19M","-0.44%"
"11/21/2011","205.46","210.10","210.10","204.42","39.77M","-2.57%"
"11/18/2011","210.87","209.37","210.96","208.54","36.79M","0.73%"
"11/17/2011","209.35","212.78","213.18","208.49","40.65M","-1.74%"
"11/16/2011","213.06","214.50","216.61","212.95","35.42M","-1.22%"
"11/15/2011","215.69","212.92","216.85","212.11","32.88M","1.03%"
"11/14/2011","213.49","217.15","217.15","212.64","36.71M","-2.10%"
"11/11/2011","218.06","213.74","218.48","213.74","37.81M","2.52%"
"11/10/2011","212.70","213.73","215.16","211.34","44.44M","0.04%"
"11/09/2011","212.62","221.72","221.72","212.21","52.46M","-4.48%"
"11/08/2011","222.60","220.86","222.86","216.53","38.25M","1.21%"
"11/07/2011","219.94","219.51","221.93","217.01","30.53M","0.18%"
"11/04/2011","219.54","221.51","221.51","216.27","39.56M","-0.89%"
"11/03/2011","221.51","219.01","222.09","215.96","42.96M","1.14%"
"11/02/2011","219.01","222.12","222.12","214.39","46.89M","2.05%"
"11/01/2011","214.60","221.84","221.84","214.39","63.82M","-3.45%"
"10/31/2011","222.27","223.90","225.17","220.73","48.26M","-1.20%"
"10/28/2011","224.97","223.82","225.13","222.60","44.43M","0.29%"
"10/27/2011","224.32","214.83","225.59","214.83","71.93M","4.38%"
"10/26/2011","214.91","214.34","215.65","211.58","43.72M","0.97%"
"10/25/2011","212.85","215.69","215.69","212.37","46.13M","-1.67%"
"10/24/2011","216.47","211.20","216.60","210.54","45.41M","2.60%"
"10/21/2011","210.99","205.30","210.99","205.30","50.17M","2.99%"
"10/20/2011","204.86","203.77","204.99","200.22","44.27M","0.63%"
"10/19/2011","203.58","206.02","207.15","202.95","44.25M","-1.29%"
"10/18/2011","206.25","199.78","206.93","198.98","51.81M","3.49%"
"10/17/2011","199.30","203.50","203.50","198.85","46.01M","-2.51%"
"10/14/2011","204.44","200.44","204.93","200.44","37.06M","2.51%"
"10/13/2011","199.43","201.13","201.13","195.90","43.53M","-0.85%"
"10/12/2011","201.14","197.78","203.64","197.78","49.60M","1.72%"
"10/11/2011","197.74","201.51","201.51","197.00","41.05M","-1.88%"
"10/10/2011","201.52","193.06","201.54","193.06","44.24M","5.00%"
"10/07/2011","191.93","198.49","199.27","191.80","55.54M","-3.01%"
"10/06/2011","197.89","192.54","198.02","190.44","49.08M","2.78%"
"10/05/2011","192.54","194.02","194.02","185.04","54.07M","-0.73%"
"10/04/2011","193.95","185.27","194.26","181.30","87.70M","3.79%"
"10/03/2011","186.86","195.14","197.39","186.84","68.51M","-4.70%"
"09/30/2011","196.07","200.85","201.34","196.04","63.80M","-2.82%"
"09/29/2011","201.77","199.28","202.53","198.66","44.47M","1.66%"
"09/28/2011","198.47","204.40","205.10","198.33","49.75M","-2.89%"
"09/27/2011","204.38","203.05","207.83","203.05","49.63M","0.86%"
"09/26/2011","202.63","200.94","202.80","198.45","44.34M","1.32%"
"09/23/2011","199.99","197.16","200.46","196.56","50.75M","1.04%"
"09/22/2011","197.93","203.06","203.06","195.38","77.82M","-2.57%"
"09/21/2011","203.16","213.86","213.86","203.12","62.48M","-5.03%"
"09/20/2011","213.93","214.41","216.86","213.63","44.09M","-0.21%"
"09/19/2011","214.39","218.01","218.01","213.74","44.93M","-2.00%"
"09/16/2011","218.76","216.95","218.90","214.54","91.00M","0.77%"
"09/15/2011","217.09","214.88","217.09","214.27","41.26M","1.51%"
"09/14/2011","213.86","213.05","215.14","209.86","46.87M","0.70%"
"09/13/2011","212.37","212.09","212.87","209.83","44.39M","0.32%"
"09/12/2011","211.69","209.91","211.72","207.19","45.88M","0.36%"
"09/09/2011","210.94","216.60","216.60","209.41","53.72M","-2.92%"
"09/08/2011","217.28","218.90","220.26","216.54","43.70M","-0.94%"
"09/07/2011","219.34","211.83","219.41","211.83","49.95M","3.66%"
"09/06/2011","211.59","212.06","212.43","207.49","47.10M","-0.23%"
"09/02/2011","212.08","216.53","216.53","211.93","51.97M","-2.36%"
"09/01/2011","217.20","221.13","221.66","216.69","58.42M","-1.78%"
"08/31/2011","221.14","219.75","221.96","218.32","63.34M","1.00%"
"08/30/2011","218.94","217.55","220.22","214.42","41.92M","0.36%"
"08/29/2011","218.16","212.52","218.24","212.52","42.11M","3.19%"
"08/26/2011","211.42","207.36","211.79","203.19","49.13M","1.56%"
"08/25/2011","208.17","213.87","215.77","206.48","54.77M","-2.22%"
"08/24/2011","212.89","210.60","213.16","208.03","53.06M","1.09%"
"08/23/2011","210.60","205.96","210.60","204.46","50.56M","2.53%"
"08/22/2011","205.40","205.69","207.91","202.68","43.25M","0.33%"
"08/19/2011","204.73","208.75","210.58","204.40","58.66M","-1.94%"
"08/18/2011","208.79","217.90","217.90","206.95","75.73M","-4.47%"
"08/17/2011","218.56","218.02","221.09","216.84","39.32M","0.26%"
"08/16/2011","217.99","217.61","219.47","214.97","51.28M","-0.54%"
"08/15/2011","219.17","211.76","219.18","211.76","53.65M","3.52%"
"08/12/2011","211.72","212.62","216.47","210.81","51.39M","-0.39%"
"08/11/2011","212.55","203.30","215.95","202.85","87.84M","5.00%"
"08/10/2011","202.42","207.46","211.88","201.59","107.25M","-2.54%"
"08/09/2011","207.70","190.11","207.73","190.11","126.14M","9.59%"
"08/08/2011","189.52","207.29","207.29","189.52","117.21M","-8.70%"
"08/05/2011","207.57","212.57","213.75","204.40","96.98M","-2.11%"
"08/04/2011","212.05","221.95","221.95","211.83","70.31M","-4.97%"
"08/03/2011","223.15","224.33","224.33","217.57","57.56M","-0.48%"
"08/02/2011","224.22","230.33","231.01","224.22","53.04M","-3.02%"
"08/01/2011","231.21","235.32","236.66","229.62","59.04M","-1.23%"
"07/29/2011","234.09","234.14","234.40","229.01","67.37M","-0.03%"
"07/28/2011","234.15","234.56","236.42","232.16","37.18M","-0.09%"
"07/27/2011","234.36","240.34","240.34","234.34","43.17M","-2.79%"
"07/26/2011","241.09","240.86","241.93","239.39","29.47M","0.04%"
"07/25/2011","240.99","242.43","242.61","240.54","33.29M","-1.16%"
"07/22/2011","243.83","242.77","244.08","242.06","23.09M","0.48%"
"07/21/2011","242.66","241.64","243.79","241.64","32.61M","0.77%"
"07/20/2011","240.80","239.67","240.94","238.88","31.55M","0.61%"
"07/19/2011","239.35","236.21","239.35","236.21","34.25M","1.74%"
"07/18/2011","235.26","236.91","236.91","233.51","38.20M","-0.82%"
"07/15/2011","237.20","234.91","237.23","234.37","39.19M","1.08%"
"07/14/2011","234.66","237.57","237.84","234.01","45.10M","-1.08%"
"07/13/2011","237.22","240.11","240.35","237.19","52.73M","-0.88%"
"07/12/2011","239.33","238.23","242.37","237.90","56.83M","0.24%"
"07/11/2011","238.75","242.20","242.20","238.46","29.92M","-1.82%"
"07/08/2011","243.18","242.97","243.29","240.59","27.25M","-0.36%"
"07/07/2011","244.05","242.03","244.35","242.03","30.53M","1.14%"
"07/06/2011","241.31","239.22","241.34","238.63","31.56M","0.67%"
"07/05/2011","239.71","238.27","240.11","237.09","38.27M","0.58%"
"07/01/2011","238.33","234.21","238.72","234.21","59.31M","1.76%"
"06/30/2011","234.20","233.87","235.29","233.24","39.59M","0.30%"
"06/29/2011","233.51","231.03","234.04","231.03","32.37M","1.09%"
"06/28/2011","231.00","230.18","231.17","228.63","37.45M","0.49%"
"06/27/2011","229.88","228.69","230.55","228.69","33.72M","0.60%"
"06/24/2011","228.51","229.24","230.61","227.51","67.64M","-0.17%"
"06/23/2011","228.89","231.85","231.85","226.81","68.99M","-1.83%"
"06/22/2011","233.15","233.47","235.36","233.06","37.68M","-0.32%"
"06/21/2011","233.90","232.58","234.09","231.83","38.36M","0.81%"
"06/20/2011","232.03","228.96","232.43","228.96","32.17M","1.13%"
"06/17/2011","229.44","227.65","230.05","227.60","71.90M","0.87%"
"06/16/2011","227.45","226.15","228.37","224.38","46.00M","0.72%"
"06/15/2011","225.83","228.78","228.90","224.43","46.67M","-1.73%"
"06/14/2011","229.80","227.24","230.26","227.24","38.81M","1.52%"
"06/13/2011","226.36","225.91","228.05","225.03","42.11M","0.20%"
"06/10/2011","225.90","230.82","230.92","225.62","50.84M","-2.39%"
"06/09/2011","231.43","233.97","233.99","230.48","45.82M","-0.90%"
"06/08/2011","233.53","234.06","235.77","233.30","44.50M","-0.52%"
"06/07/2011","234.74","233.00","236.69","232.95","42.39M","1.20%"
"06/06/2011","231.95","235.00","235.67","231.95","37.23M","-1.38%"
"06/03/2011","235.19","233.38","236.41","232.40","39.39M","0.28%"
"06/02/2011","234.54","235.85","237.72","234.25","74.58M","-0.50%"
"06/01/2011","235.72","242.11","242.11","235.53","46.97M","-2.81%"
"05/31/2011","242.53","239.74","242.56","239.74","70.16M","1.52%"
"05/27/2011","238.90","238.17","239.13","237.41","27.81M","0.31%"
"05/26/2011","238.17","235.25","238.67","234.22","29.78M","1.24%"
"05/25/2011","235.25","234.26","236.32","232.33","31.00M","0.42%"
"05/24/2011","234.27","233.38","234.92","233.36","30.49M","0.38%"
"05/23/2011","233.38","235.93","235.93","233.22","33.93M","-1.09%"
"05/20/2011","235.94","238.46","238.46","235.81","38.13M","-1.06%"
"05/19/2011","238.47","237.84","239.57","236.85","28.36M","0.27%"
"05/18/2011","237.83","235.40","237.90","234.48","30.24M","1.03%"
"05/17/2011","235.40","235.72","235.99","233.97","32.89M","-0.14%"
"05/16/2011","235.72","235.02","237.11","233.97","32.01M","0.30%"
"05/13/2011","235.02","237.60","237.86","234.67","35.31M","-1.08%"
"05/12/2011","237.59","237.52","238.10","235.06","34.61M","0.03%"
"05/11/2011","237.52","240.59","240.59","237.05","43.46M","-1.28%"
"05/10/2011","240.59","237.18","240.92","237.18","37.55M","1.44%"
"05/09/2011","237.17","235.73","237.53","234.97","28.68M","0.62%"
"05/06/2011","235.72","237.60","239.07","235.14","39.62M","-0.79%"
"05/05/2011","237.59","238.01","239.39","235.95","37.92M","-0.18%"
"05/04/2011","238.02","239.33","239.48","236.99","33.96M","-0.54%"
"05/03/2011","239.32","241.08","241.98","236.74","36.16M","-0.73%"
"05/02/2011","241.08","240.99","242.76","239.30","35.06M","0.04%"
"04/29/2011","240.99","242.27","242.44","238.27","38.28M","-0.53%"
"04/28/2011","242.27","239.61","242.95","239.50","37.70M","1.11%"
"04/27/2011","239.61","238.65","239.79","237.61","32.01M","0.40%"
"04/26/2011","238.66","236.31","239.19","236.00","35.69M","0.99%"
"04/25/2011","236.31","235.12","236.98","234.33","25.55M","0.51%"
"04/21/2011","235.12","233.56","235.21","232.58","27.19M","0.67%"
"04/20/2011","233.55","230.91","233.63","230.91","29.98M","1.15%"
"04/19/2011","230.89","228.89","230.90","228.89","25.60M","0.87%"
"04/18/2011","228.90","231.39","231.39","227.69","35.69M","-1.08%"
"04/15/2011","231.41","228.89","231.43","228.89","35.89M","1.10%"
"04/14/2011","228.89","225.67","229.07","224.84","35.61M","1.42%"
"04/13/2011","225.68","225.82","226.75","225.17","31.87M","-0.06%"
"04/12/2011","225.82","226.52","227.08","225.57","35.00M","-0.31%"
"04/11/2011","226.53","226.53","228.32","225.92","33.83M","0.00%"
"04/08/2011","226.53","228.36","229.95","226.01","30.03M","-0.80%"
"04/07/2011","228.36","230.91","230.91","227.51","36.03M","-1.10%"
"04/06/2011","230.91","231.10","231.88","230.45","29.27M","-0.08%"
"04/05/2011","231.10","231.06","232.02","230.53","27.39M","0.02%"
"04/04/2011","231.06","231.10","231.94","230.48","33.10M","-0.02%"
"04/01/2011","231.10","230.40","232.33","230.00","35.02M","0.30%"
"03/31/2011","230.41","228.93","230.55","228.45","48.37M","0.65%"
"03/30/2011","228.92","226.53","229.03","226.51","34.91M","1.06%"
"03/29/2011","226.52","225.80","226.71","223.33","31.02M","0.32%"
"03/28/2011","225.79","226.17","226.92","225.41","31.10M","-0.17%"
"03/25/2011","226.17","224.80","227.03","224.75","30.25M","0.61%"
"03/24/2011","224.80","223.48","225.32","222.38","33.87M","0.60%"
"03/23/2011","223.47","225.53","225.53","222.12","48.61M","-0.91%"
"03/22/2011","225.53","227.57","227.62","225.14","51.26M","-0.90%"
"03/21/2011","227.57","224.86","228.34","224.86","37.64M","1.18%"
"03/18/2011","224.92","223.07","226.01","223.07","63.52M","0.83%"
"03/17/2011","223.06","221.18","223.89","221.18","33.83M","0.86%"
"03/16/2011","221.16","224.39","224.69","219.87","46.51M","-1.44%"
"03/15/2011","224.39","225.90","225.92","220.58","42.12M","-0.68%"
"03/14/2011","225.92","227.83","227.83","225.07","32.09M","-0.84%"
"03/11/2011","227.84","225.28","228.10","224.42","31.72M","1.14%"
"03/10/2011","225.28","228.73","228.73","225.06","36.31M","-1.51%"
"03/09/2011","228.74","228.82","229.84","227.01","33.74M","-0.03%"
"03/08/2011","228.82","225.60","229.71","225.60","42.86M","1.43%"
"03/07/2011","225.60","227.20","228.58","224.43","35.57M","-0.70%"
"03/04/2011","227.20","229.43","229.58","226.11","31.23M","-0.97%"
"03/03/2011","229.43","226.00","229.43","226.00","34.08M","1.52%"
"03/02/2011","225.99","227.92","228.41","225.37","53.96M","-0.85%"
"03/01/2011","227.93","234.41","234.73","227.84","49.35M","-2.76%"
"02/28/2011","234.40","229.67","234.46","229.67","66.46M","2.06%"
"02/25/2011","229.67","225.31","229.69","225.31","34.93M","1.94%"
"02/24/2011","225.31","226.58","227.16","223.52","36.81M","-0.56%"
"02/23/2011","226.57","228.43","229.29","225.28","34.37M","-0.81%"
"02/22/2011","228.43","230.77","230.98","228.03","45.61M","-1.02%"
"02/18/2011","230.78","229.93","231.15","229.75","35.30M","0.37%"
"02/17/2011","229.93","229.72","230.52","229.33","29.32M","0.09%"
"02/16/2011","229.72","228.79","231.08","228.60","35.04M","0.41%"
"02/15/2011","228.79","229.79","229.79","227.81","52.41M","-0.44%"
"02/14/2011","229.79","229.88","230.34","228.34","25.46M","-0.04%"
"02/11/2011","229.88","228.29","230.02","227.39","36.38M","0.70%"
"02/10/2011","228.29","227.78","228.70","226.82","39.22M","0.22%"
"02/09/2011","227.79","227.65","227.96","226.68","31.30M","0.06%"
"02/08/2011","227.66","226.95","228.01","226.75","30.44M","0.31%"
"02/07/2011","226.95","224.26","227.11","224.26","34.99M","1.20%"
"02/04/2011","224.26","226.56","226.56","223.69","38.96M","-1.02%"
"02/03/2011","226.56","225.95","226.79","224.79","31.95M","0.27%"
"02/02/2011","225.96","226.04","227.04","225.52","33.87M","-0.04%"
"02/01/2011","226.04","224.87","226.19","223.50","41.28M","0.52%"
"01/31/2011","224.87","221.83","225.58","221.83","49.56M","1.37%"
"01/28/2011","221.83","225.84","226.51","221.53","43.64M","-1.78%"
"01/27/2011","225.84","222.70","226.15","222.70","51.05M","1.41%"
"01/26/2011","222.70","222.19","223.28","221.19","33.53M","0.23%"
"01/25/2011","222.19","219.88","222.19","218.74","36.62M","1.05%"
"01/24/2011","219.88","218.86","220.86","218.38","30.40M","0.47%"
"01/21/2011","218.86","218.11","218.87","218.01","35.77M","0.35%"
"01/20/2011","218.10","217.87","219.78","217.39","34.79M","0.10%"
"01/19/2011","217.88","220.98","220.98","217.19","39.02M","-1.41%"
"01/18/2011","220.99","219.09","221.00","218.13","39.84M","0.87%"
"01/14/2011","219.08","217.41","219.08","216.94","35.54M","0.77%"
"01/13/2011","217.41","217.06","218.02","216.26","34.36M","0.16%"
"01/12/2011","217.06","215.79","217.57","215.79","34.44M","0.59%"
"01/11/2011","215.78","216.17","217.42","214.39","35.88M","-0.18%"
"01/10/2011","216.17","216.29","216.76","214.12","35.08M","-0.06%"
"01/07/2011","216.29","216.26","217.72","214.39","37.70M","0.01%"
"01/06/2011","216.26","217.92","218.23","216.05","36.37M","-0.76%"
"01/05/2011","217.92","216.63","217.92","216.16","43.26M","0.60%"
"01/04/2011","216.63","221.03","221.57","215.73","55.80M","-1.99%"
"01/03/2011","221.02","217.05","221.13","217.05","40.08M","1.83%"
"12/31/2010","217.04","217.73","218.54","216.89","27.55M","-0.32%"
"12/30/2010","217.73","217.44","218.37","216.88","18.63M","0.13%"
"12/29/2010","217.44","216.89","217.55","216.04","23.78M","0.25%"
"12/28/2010","216.89","216.58","217.26","215.46","22.11M","0.14%"
"12/27/2010","216.58","214.05","216.58","213.36","20.12M","1.18%"
"12/23/2010","214.05","215.20","215.49","213.97","22.90M","-0.53%"
"12/22/2010","215.20","213.96","216.42","213.96","36.59M","0.58%"
"12/21/2010","213.96","211.78","214.00","211.78","29.33M","1.03%"
"12/20/2010","211.77","209.00","212.09","209.00","33.24M","1.33%"
"12/17/2010","209.00","207.42","209.21","207.29","80.05M","0.77%"
"12/16/2010","207.41","206.93","208.25","206.26","32.73M","0.24%"
"12/15/2010","206.92","209.38","210.51","206.84","50.00M","-1.17%"
"12/14/2010","209.38","211.47","213.49","208.61","34.82M","-0.98%"
"12/13/2010","211.46","211.30","212.61","210.95","26.65M","0.08%"
"12/10/2010","211.29","209.11","212.04","209.11","31.23M","1.05%"
"12/09/2010","209.10","211.12","212.49","208.90","33.36M","-0.95%"
"12/08/2010","211.10","214.46","215.02","209.94","32.99M","-1.57%"
"12/07/2010","214.46","214.03","216.14","214.03","39.54M","0.22%"
"12/06/2010","213.99","213.99","214.50","211.50","29.43M","0.00%"
"12/03/2010","213.99","213.69","214.24","211.77","32.61M","0.14%"
"12/02/2010","213.70","210.70","213.78","210.70","40.24M","1.43%"
"12/01/2010","210.69","208.75","210.81","208.75","44.00M","0.94%"
"11/30/2010","208.73","209.87","210.18","207.87","85.79M","-0.55%"
"11/29/2010","209.88","209.69","210.23","206.93","27.79M","0.09%"
"11/26/2010","209.70","210.66","210.66","209.02","12.30M","-0.46%"
"11/24/2010","210.67","206.35","210.67","206.35","28.41M","2.10%"
"11/23/2010","206.34","208.04","208.04","205.61","29.70M","-0.85%"
"11/22/2010","208.10","207.74","208.61","206.87","30.83M","0.17%"
"11/19/2010","207.74","206.66","207.97","204.42","31.39M","0.52%"
"11/18/2010","206.66","205.15","208.51","205.15","33.01M","0.74%"
"11/17/2010","205.14","203.34","206.21","203.30","33.72M","0.89%"
"11/16/2010","203.33","210.29","210.29","201.99","53.43M","-3.31%"
"11/15/2010","210.30","212.14","214.03","210.10","34.80M","-0.86%"
"11/12/2010","212.13","214.58","214.80","211.45","38.00M","-1.15%"
"11/11/2010","214.60","216.42","216.50","214.12","29.78M","-0.85%"
"11/10/2010","216.43","213.66","216.51","213.66","40.92M","1.30%"
"11/09/2010","213.65","221.96","222.24","212.28","57.26M","-3.74%"
"11/08/2010","221.96","223.32","223.32","220.28","28.95M","-0.61%"
"11/05/2010","223.32","221.17","224.44","220.18","38.09M","0.97%"
