"Date","Price","Open","High","Low","Vol.","Change %"
"11/29/2016","298.20","295.81","299.24","295.78","50.12M","0.85%"
"11/28/2016","295.70","294.76","297.58","294.76","49.06M","0.29%"
"11/25/2016","294.84","293.61","296.12","293.61","20.11M","0.51%"
"11/23/2016","293.35","293.34","293.54","291.29","41.08M","-0.52%"
"11/22/2016","294.87","290.96","295.04","290.72","49.42M","1.69%"
"11/21/2016","289.97","290.98","292.72","289.58","50.68M","-0.02%"
"11/18/2016","290.04","289.54","290.67","288.50","59.08M","0.27%"
"11/17/2016","289.27","291.72","293.35","288.93","42.72M","-0.83%"
"11/16/2016","291.68","291.62","292.88","289.70","49.61M","-0.04%"
"11/15/2016","291.81","294.08","296.31","290.12","63.49M","-0.54%"
"11/14/2016","293.38","287.97","294.07","285.45","72.20M","1.77%"
"11/11/2016","288.27","287.09","291.29","287.09","71.48M","0.41%"
"11/10/2016","287.10","292.11","292.13","284.23","83.12M","-1.81%"
"11/09/2016","292.40","293.72","294.59","287.80","74.97M","-1.80%"
"11/08/2016","297.77","296.26","298.54","295.55","48.63M","0.49%"
"11/07/2016","296.32","294.11","296.45","294.11","52.75M","1.67%"
"11/04/2016","291.45","290.13","292.36","289.02","53.62M","0.61%"
"11/03/2016","289.69","291.10","292.03","289.40","51.30M","-0.53%"
"11/02/2016","291.22","295.91","295.91","291.19","61.20M","-1.48%"
"11/01/2016","295.59","301.35","301.35","294.59","66.49M","-2.08%"
"10/31/2016","301.88","298.80","302.23","297.82","70.84M","1.44%"
"10/28/2016","297.60","297.42","299.83","296.64","49.08M","0.24%"
"10/27/2016","296.90","303.85","303.85","296.24","53.14M","-2.37%"
"10/26/2016","304.12","306.79","306.79","302.33","43.30M","-1.22%"
"10/25/2016","307.87","308.04","308.18","306.75","36.94M","-0.20%"
"10/24/2016","308.50","308.51","310.94","307.21","44.85M","0.35%"
"10/21/2016","307.43","306.44","307.84","305.63","38.48M","-0.15%"
"10/20/2016","307.88","308.68","309.36","306.33","38.55M","-0.28%"
"10/19/2016","308.75","307.80","308.78","306.29","38.32M","0.31%"
"10/18/2016","307.79","307.70","309.42","306.98","34.29M","0.60%"
"10/17/2016","305.95","305.92","307.51","305.65","34.35M","0.13%"
"10/14/2016","305.54","307.03","308.52","305.29","40.90M","-0.33%"
"10/13/2016","306.56","303.64","306.93","303.17","46.17M","0.67%"
"10/12/2016","304.52","301.18","304.81","301.14","38.72M","1.24%"
"10/11/2016","300.79","303.16","303.64","299.98","43.93M","-0.92%"
"10/10/2016","303.58","302.16","304.58","302.16","35.60M","0.62%"
"10/07/2016","301.70","303.23","306.62","300.33","58.15M","-0.20%"
"10/06/2016","302.31","301.16","304.21","298.42","52.91M","0.08%"
"10/05/2016","302.08","308.55","309.60","301.77","78.62M","-1.91%"
"10/04/2016","307.97","312.68","312.68","306.30","60.34M","-1.52%"
"10/03/2016","312.71","317.20","317.20","312.04","48.22M","-1.67%"
"09/30/2016","318.03","320.89","322.38","318.00","72.91M","-0.47%"
"09/29/2016","319.53","322.72","322.77","318.63","50.84M","-1.28%"
"09/28/2016","323.67","322.28","323.83","320.86","44.52M","0.47%"
"09/27/2016","322.14","325.62","325.71","321.77","54.78M","-0.86%"
"09/26/2016","324.94","323.81","325.71","323.07","45.84M","0.16%"
"09/23/2016","324.43","322.95","325.58","320.51","49.90M","0.18%"
"09/22/2016","323.85","319.92","323.96","319.77","48.62M","1.84%"
"09/21/2016","317.99","314.31","318.38","310.69","51.57M","1.24%"
"09/20/2016","314.08","316.11","316.37","314.04","47.39M","-0.17%"
"09/19/2016","314.61","312.32","314.83","312.32","45.29M","1.00%"
"09/16/2016","311.49","311.56","311.83","309.86","142.99M","-0.19%"
"09/15/2016","312.09","310.22","312.50","309.12","42.53M","0.46%"
"09/14/2016","310.65","310.34","312.34","309.74","44.71M","0.29%"
"09/13/2016","309.76","316.49","316.49","309.19","54.26M","-2.56%"
"09/12/2016","317.90","313.17","319.15","312.97","66.16M","1.19%"
"09/09/2016","314.17","323.97","324.00","314.17","66.29M","-3.96%"
"09/08/2016","327.11","329.75","329.76","327.06","43.54M","-1.21%"
"09/07/2016","331.12","329.18","331.22","328.06","49.90M","0.51%"
"09/06/2016","329.43","327.47","329.43","325.98","44.24M","0.76%"
"09/02/2016","326.96","325.16","330.01","325.16","40.90M","0.88%"
"09/01/2016","324.11","324.64","325.07","322.68","42.21M","-0.17%"
"08/31/2016","324.67","324.15","325.45","322.99","91.88M","0.08%"
"08/30/2016","324.42","325.10","325.18","321.99","36.46M","-0.12%"
"08/29/2016","324.81","322.45","325.50","322.45","34.08M","0.95%"
"08/26/2016","321.74","325.34","327.17","319.82","43.35M","-0.95%"
"08/25/2016","324.83","323.50","326.83","323.50","33.81M","0.38%"
"08/24/2016","323.60","325.20","325.47","322.49","33.83M","-0.49%"
"08/23/2016","325.18","325.63","326.53","325.16","34.44M","0.19%"
"08/22/2016","324.55","323.22","324.58","322.82","36.79M","0.46%"
"08/19/2016","323.05","324.54","324.71","322.02","46.58M","-0.63%"
"08/18/2016","325.10","326.05","327.04","323.57","48.60M","-0.33%"
"08/17/2016","326.18","325.48","326.41","322.67","42.41M","0.30%"
"08/16/2016","325.21","328.15","328.22","324.85","41.22M","-1.18%"
"08/15/2016","329.10","329.73","330.80","328.93","48.50M","-0.16%"
"08/12/2016","329.63","328.78","332.25","328.78","38.13M","0.30%"
"08/11/2016","328.66","331.98","332.13","327.27","43.53M","-1.00%"
"08/10/2016","331.97","332.33","333.50","331.04","40.42M","-0.06%"
"08/09/2016","332.16","330.82","332.24","329.26","46.75M","0.42%"
"08/08/2016","330.77","330.53","332.40","330.06","43.48M","0.07%"
"08/05/2016","330.54","330.60","331.28","329.58","49.11M","0.07%"
"08/04/2016","330.30","331.75","331.75","329.38","45.04M","-0.34%"
"08/03/2016","331.44","332.76","332.76","329.83","41.60M","-0.44%"
"08/02/2016","332.90","337.57","337.57","332.35","49.03M","-1.51%"
"08/01/2016","338.01","336.60","338.09","336.48","41.79M","0.41%"
"07/29/2016","336.63","332.97","338.09","332.94","70.03M","1.01%"
"07/28/2016","333.26","330.58","334.37","329.60","44.19M","0.71%"
"07/27/2016","330.91","333.38","333.44","328.53","45.95M","-0.79%"
"07/26/2016","333.54","334.60","334.72","332.56","42.28M","-0.32%"
"07/25/2016","334.62","335.41","336.30","333.60","38.98M","-0.20%"
"07/22/2016","335.29","332.59","336.19","332.33","43.99M","0.81%"
"07/21/2016","332.59","331.58","332.65","330.29","39.44M","0.17%"
"07/20/2016","332.03","332.15","332.22","331.09","38.97M","0.01%"
"07/19/2016","332.01","330.33","332.01","329.16","41.03M","0.48%"
"07/18/2016","330.43","329.93","330.62","329.34","36.84M","0.21%"
"07/15/2016","329.73","329.93","329.96","327.61","44.90M","-0.03%"
"07/14/2016","329.82","331.87","331.89","329.03","41.70M","-0.64%"
"07/13/2016","331.93","331.25","331.98","329.95","45.76M","0.36%"
"07/12/2016","330.75","330.19","330.78","328.15","57.87M","0.16%"
"07/11/2016","330.22","328.26","330.70","326.71","50.38M","0.64%"
"07/08/2016","328.12","324.01","328.19","324.01","52.43M","1.60%"
"07/07/2016","322.95","326.06","326.06","321.85","45.59M","-1.00%"
"07/06/2016","326.20","326.81","326.83","324.29","51.50M","-0.29%"
"07/05/2016","327.14","324.78","327.20","324.53","53.32M","0.69%"
"07/01/2016","324.91","325.08","327.11","323.90","46.50M","0.02%"
"06/30/2016","324.84","321.81","324.84","319.85","77.34M","0.97%"
"06/29/2016","321.71","318.38","321.85","318.38","58.15M","1.35%"
"06/28/2016","317.42","312.23","317.44","311.95","61.99M","1.93%"
"06/27/2016","311.40","311.12","311.78","307.36","67.14M","-0.17%"
"06/24/2016","311.92","313.79","315.35","309.69","147.20M","-1.30%"
"06/23/2016","316.04","314.34","316.24","314.34","43.59M","0.74%"
"06/22/2016","313.73","314.28","314.86","313.12","39.46M","-0.14%"
"06/21/2016","314.18","312.93","315.02","312.93","50.96M","0.42%"
"06/20/2016","312.86","312.94","316.19","312.66","53.32M","0.20%"
"06/17/2016","312.24","312.58","312.58","310.12","131.60M","-0.17%"
"06/16/2016","312.76","310.46","312.90","309.18","40.65M","0.53%"
"06/15/2016","311.10","308.76","312.29","308.76","47.77M","0.80%"
"06/14/2016","308.63","309.98","310.14","307.73","47.41M","-0.50%"
"06/13/2016","310.19","310.76","312.65","309.94","44.25M","-0.19%"
"06/10/2016","310.79","311.24","311.82","310.13","42.06M","-0.48%"
"06/09/2016","312.28","311.32","312.44","310.61","39.86M","0.18%"
"06/08/2016","311.72","310.13","311.95","309.51","41.95M","0.48%"
"06/07/2016","310.24","310.24","310.24","310.24","41.81M","0.52%"
"06/06/2016","308.63","310.42","311.13","307.28","43.74M","-0.57%"
"06/03/2016","310.39","310.09","312.23","309.12","49.08M","0.29%"
"06/02/2016","309.49","307.66","309.49","306.38","42.82M","0.45%"
"06/01/2016","308.09","307.49","308.32","306.33","42.60M","0.06%"
"05/31/2016","307.91","308.08","308.56","306.04","85.99M","0.04%"
"05/27/2016","307.79","306.42","308.92","306.42","35.23M","0.46%"
"05/26/2016","306.38","305.98","307.12","305.01","36.86M","0.13%"
"05/25/2016","305.97","305.80","306.51","303.45","42.14M","0.14%"
"05/24/2016","305.55","302.48","305.82","302.48","47.81M","1.16%"
"05/23/2016","302.05","302.32","302.89","301.38","41.82M","0.02%"
"05/20/2016","302.00","299.98","302.11","299.98","70.72M","0.81%"
"05/19/2016","299.56","302.01","302.01","298.00","56.54M","-1.04%"
"05/18/2016","302.72","306.44","306.44","299.43","44.39M","-1.35%"
"05/17/2016","306.86","311.71","311.71","305.40","65.99M","-1.67%"
"05/16/2016","312.06","309.13","312.70","309.10","42.06M","0.93%"
"05/13/2016","309.18","311.88","311.88","307.86","40.13M","-0.97%"
"05/12/2016","312.20","310.51","313.00","308.93","45.39M","0.61%"
"05/11/2016","310.30","316.17","316.17","309.61","53.04M","-1.90%"
"05/10/2016","316.32","316.27","316.68","315.10","43.54M","0.17%"
"05/09/2016","315.79","313.17","316.20","313.17","49.84M","0.86%"
"05/06/2016","313.09","310.06","313.12","308.46","50.74M","0.91%"
"05/05/2016","310.26","309.26","310.54","308.44","51.74M","0.30%"
"05/04/2016","309.34","304.45","309.67","303.64","51.81M","1.38%"
"05/03/2016","305.13","305.32","305.32","302.96","43.79M","-0.24%"
"05/02/2016","305.85","301.77","306.41","301.77","52.46M","1.43%"
"04/29/2016","301.54","303.61","303.61","298.85","75.32M","-0.82%"
"04/28/2016","304.02","304.30","305.96","303.15","43.53M","-0.32%"
"04/27/2016","305.00","305.26","305.62","302.20","42.77M","-0.11%"
"04/26/2016","305.34","304.42","306.50","304.24","43.96M","0.38%"
"04/25/2016","304.18","301.86","304.18","301.18","48.69M","0.68%"
"04/22/2016","302.14","299.19","302.57","299.19","46.85M","1.07%"
"04/21/2016","298.93","304.02","304.28","298.18","55.39M","-1.71%"
"04/20/2016","304.14","308.55","308.58","303.94","49.75M","-1.42%"
"04/19/2016","308.51","308.34","308.87","307.23","38.40M","0.09%"
"04/18/2016","308.22","306.70","308.22","306.13","35.46M","0.41%"
"04/15/2016","306.97","304.95","307.57","304.71","42.28M","0.68%"
"04/14/2016","304.91","306.59","306.59","304.34","34.25M","-0.59%"
"04/13/2016","306.71","307.94","308.37","305.77","40.41M","-0.22%"
"04/12/2016","307.40","305.71","308.10","305.46","47.82M","0.67%"
"04/11/2016","305.34","306.12","307.30","305.34","51.03M","-0.20%"
"04/08/2016","305.94","304.53","306.95","304.53","37.30M","0.66%"
"04/07/2016","303.94","305.32","305.71","302.75","42.28M","-0.66%"
"04/06/2016","305.96","304.81","306.12","303.44","35.02M","0.34%"
"04/05/2016","304.93","305.97","306.15","304.33","46.10M","-0.59%"
"04/04/2016","306.74","307.31","308.00","305.88","36.24M","-0.15%"
"04/01/2016","307.20","306.58","307.73","304.97","56.13M","0.00%"
"03/31/2016","307.21","305.21","307.50","304.95","55.36M","0.63%"
"03/30/2016","305.30","306.29","306.94","305.20","35.89M","-0.21%"
"03/29/2016","305.94","300.22","305.95","299.83","50.31M","1.72%"
"03/28/2016","300.78","298.56","301.44","298.27","34.46M","0.80%"
"03/24/2016","298.39","297.92","298.58","295.64","38.35M","0.06%"
"03/23/2016","298.21","300.30","300.43","298.20","42.03M","-0.70%"
"03/22/2016","300.32","299.81","301.05","298.58","43.12M","0.04%"
"03/21/2016","300.20","302.02","302.85","299.92","44.83M","-0.67%"
"03/18/2016","302.23","303.55","304.30","302.18","138.97M","-0.42%"
"03/17/2016","303.49","299.19","304.16","298.91","48.29M","1.47%"
"03/16/2016","299.10","295.26","299.62","294.19","38.27M","1.10%"
"03/15/2016","295.84","295.07","296.37","293.93","35.37M","-0.02%"
"03/14/2016","295.89","295.75","296.19","294.31","38.68M","-0.16%"
"03/11/2016","296.35","290.96","296.45","290.96","46.79M","2.37%"
"03/10/2016","289.49","290.91","292.86","286.61","41.60M","-0.34%"
"03/09/2016","290.48","289.37","291.72","289.37","38.77M","0.48%"
"03/08/2016","289.08","291.84","291.85","288.79","45.87M","-1.07%"
"03/07/2016","292.20","290.85","292.84","289.94","45.52M","0.20%"
"03/04/2016","291.62","291.15","292.13","289.75","78.37M","0.13%"
"03/03/2016","291.25","289.71","291.26","288.45","45.67M","0.52%"
"03/02/2016","289.75","287.41","289.75","286.87","47.32M","0.72%"
"03/01/2016","287.68","280.87","287.70","280.87","56.05M","2.69%"
"02/29/2016","280.14","280.50","283.63","279.68","100.51M","-0.13%"
"02/26/2016","280.51","281.73","282.83","280.48","51.91M","-0.41%"
"02/25/2016","281.67","277.20","281.72","277.20","52.69M","1.90%"
"02/24/2016","276.43","275.62","277.11","273.57","46.61M","0.03%"
"02/23/2016","276.34","276.83","279.20","276.07","46.71M","-0.35%"
"02/22/2016","277.32","274.78","278.72","274.78","50.68M","1.21%"
"02/19/2016","274.01","272.95","275.18","271.17","71.55M","0.30%"
"02/18/2016","273.19","271.02","273.98","270.12","53.01M","0.80%"
"02/17/2016","271.02","268.66","273.40","268.66","59.95M","0.98%"
"02/16/2016","268.38","263.94","268.49","263.94","57.56M","1.89%"
"02/12/2016","263.41","261.25","263.72","261.01","55.43M","1.27%"
"02/11/2016","260.10","262.36","262.36","258.53","61.70M","-1.47%"
"02/10/2016","263.98","262.98","267.44","262.98","50.08M","0.54%"
"02/09/2016","262.55","265.93","265.93","260.46","63.22M","-1.67%"
"02/08/2016","267.02","274.96","274.96","263.21","69.69M","-2.97%"
"02/05/2016","275.18","281.15","281.15","274.97","55.20M","-2.28%"
"02/04/2016","281.59","281.21","282.90","278.73","50.09M","0.09%"
"02/03/2016","281.33","280.46","282.27","277.52","53.64M","0.54%"
"02/02/2016","279.81","282.43","282.43","278.70","56.12M","-1.10%"
"02/01/2016","282.91","282.07","285.11","280.43","50.92M","0.02%"
"01/29/2016","282.85","278.23","282.88","276.70","99.80M","2.15%"
"01/28/2016","276.91","279.24","280.94","275.93","51.72M","-0.63%"
"01/27/2016","278.66","282.90","282.90","276.78","49.68M","-1.67%"
"01/26/2016","283.40","277.77","283.40","277.77","81.18M","2.22%"
"01/25/2016","277.25","280.01","281.95","277.12","60.83M","-1.01%"
"01/22/2016","280.08","273.75","281.12","273.75","57.09M","2.75%"
"01/21/2016","272.58","271.19","276.24","270.09","57.76M","0.68%"
"01/20/2016","270.75","277.62","277.62","264.68","78.46M","-2.73%"
"01/19/2016","278.36","277.73","280.75","277.37","62.64M","0.41%"
"01/15/2016","277.23","279.81","279.81","274.76","85.47M","-1.20%"
"01/14/2016","280.61","281.24","282.92","278.42","59.93M","-0.05%"
"01/13/2016","280.75","285.41","288.06","280.44","52.70M","-1.57%"
"01/12/2016","285.22","287.76","288.14","283.78","58.44M","-0.67%"
"01/11/2016","287.15","286.46","288.62","286.21","47.25M","0.44%"
"01/08/2016","285.90","290.05","291.48","285.55","47.80M","-1.30%"
"01/07/2016","289.68","294.51","294.51","289.44","47.73M","-2.07%"
"01/06/2016","295.80","296.02","296.34","294.37","49.11M","-0.49%"
"01/05/2016","297.25","292.19","297.91","292.19","44.84M","1.83%"
"01/04/2016","291.90","293.60","293.60","289.32","53.46M","-1.07%"
"12/31/2015","295.06","297.26","297.83","294.94","46.08M","-0.76%"
"12/30/2015","297.31","298.77","299.27","297.27","29.86M","-0.63%"
"12/29/2015","299.18","297.47","299.30","297.30","34.12M","0.73%"
"12/28/2015","297.01","295.40","297.10","294.23","34.77M","0.41%"
"12/24/2015","295.81","295.82","296.87","294.52","18.00M","-0.04%"
"12/23/2015","295.92","293.11","295.96","293.10","36.80M","1.07%"
"12/22/2015","292.80","291.83","294.11","291.83","47.15M","0.50%"
"12/21/2015","291.34","290.99","292.58","289.84","51.87M","0.50%"
"12/18/2015","289.90","293.42","293.42","289.87","145.74M","-1.24%"
"12/17/2015","293.53","295.08","295.34","292.81","42.02M","-0.54%"
"12/16/2015","295.11","289.98","295.72","289.98","45.43M","1.94%"
"12/15/2015","289.50","287.24","290.93","287.24","46.50M","1.09%"
"12/14/2015","286.39","285.67","286.71","283.37","51.54M","0.18%"
"12/11/2015","285.87","285.98","287.22","284.10","73.20M","-0.46%"
"12/10/2015","287.19","289.31","290.25","287.12","39.90M","-0.66%"
"12/09/2015","289.10","290.14","292.28","287.90","45.79M","-0.66%"
"12/08/2015","291.02","291.38","291.95","289.63","41.40M","-0.22%"
"12/07/2015","291.67","292.29","292.62","290.59","44.28M","-0.31%"
"12/04/2015","292.58","288.01","293.10","288.01","45.56M","1.74%"
"12/03/2015","287.57","291.88","291.88","286.86","50.74M","-1.46%"
"12/02/2015","291.84","297.29","297.29","291.50","49.31M","-1.97%"
"12/01/2015","297.70","294.30","297.74","294.30","41.03M","1.33%"
"11/30/2015","293.78","296.11","297.11","293.03","96.36M","-0.73%"
"11/27/2015","295.95","293.44","296.49","293.41","19.28M","0.77%"
"11/25/2015","293.68","292.75","294.14","292.63","31.53M","0.37%"
"11/24/2015","292.60","293.26","293.26","290.32","39.10M","-0.46%"
"11/23/2015","293.95","293.64","295.06","293.09","37.43M","0.13%"
"11/20/2015","293.57","290.90","293.74","290.90","56.87M","1.06%"
"11/19/2015","290.50","289.87","291.56","289.49","37.19M","0.25%"
"11/18/2015","289.77","287.02","289.90","285.93","41.81M","1.07%"
"11/17/2015","286.69","286.22","288.99","285.93","42.12M","0.07%"
"11/16/2015","286.49","283.11","286.49","282.62","41.09M","1.15%"
"11/13/2015","283.23","286.55","287.48","283.13","42.64M","-1.02%"
"11/12/2015","286.16","288.20","288.51","285.91","37.29M","-0.89%"
"11/11/2015","288.74","288.38","289.68","287.63","37.82M","0.19%"
"11/10/2015","288.20","285.60","288.53","285.60","45.35M","0.94%"
"11/09/2015","285.53","288.84","288.98","283.68","57.16M","-1.38%"
"11/06/2015","289.53","296.68","296.68","287.70","61.38M","-2.87%"
"11/05/2015","298.07","297.34","298.32","295.56","44.46M","0.24%"
"11/04/2015","297.35","299.04","299.55","296.64","41.59M","-0.47%"
"11/03/2015","298.76","300.92","300.92","297.83","44.69M","-0.92%"
"11/02/2015","301.52","295.24","301.57","294.82","46.32M","2.15%"
"10/30/2015","295.16","297.68","297.94","294.91","60.61M","-0.78%"
"10/29/2015","297.49","297.20","297.83","295.44","43.35M","-0.09%"
"10/28/2015","297.77","296.76","298.98","292.71","58.11M","0.37%"
"10/27/2015","296.66","296.96","297.38","295.15","55.00M","-0.21%"
"10/26/2015","297.27","297.45","297.93","295.21","41.17M","-0.02%"
"10/23/2015","297.32","300.19","300.44","295.68","51.89M","-0.93%"
"10/22/2015","300.12","296.98","300.72","296.98","52.07M","1.12%"
"10/21/2015","296.80","297.92","298.98","296.48","41.25M","-0.35%"
"10/20/2015","297.85","297.68","298.46","296.70","42.24M","0.03%"
"10/19/2015","297.76","294.15","297.79","293.77","38.90M","1.21%"
"10/16/2015","294.19","292.08","294.53","292.08","45.01M","0.76%"
"10/15/2015","291.98","288.64","291.99","288.64","43.71M","1.27%"
"10/14/2015","288.32","290.29","291.24","287.81","40.61M","-0.70%"
"10/13/2015","290.36","292.09","292.69","289.82","43.33M","-0.76%"
"10/12/2015","292.59","291.09","293.58","291.09","38.10M","0.53%"
"10/09/2015","291.04","291.48","291.65","289.74","44.49M","-0.17%"
"10/08/2015","291.54","289.09","291.79","287.99","48.23M","0.82%"
"10/07/2015","289.18","286.28","289.18","286.28","63.04M","1.07%"
"10/06/2015","286.12","286.95","288.01","285.73","41.37M","-0.33%"
"10/05/2015","287.08","281.90","287.26","281.90","50.58M","1.90%"
"10/02/2015","281.74","279.05","281.74","276.56","56.24M","0.90%"
"10/01/2015","279.24","278.17","279.53","276.46","52.14M","0.39%"
"09/30/2015","278.15","276.76","278.43","275.69","71.10M","0.88%"
"09/29/2015","275.72","273.38","276.76","273.30","58.38M","0.87%"
"09/28/2015","273.35","279.27","279.27","271.81","62.74M","-2.15%"
"09/25/2015","279.35","278.36","281.38","277.93","54.95M","0.41%"
"09/24/2015","278.20","280.57","281.05","276.57","56.54M","-0.93%"
"09/23/2015","280.81","279.30","282.00","278.89","39.48M","0.57%"
"09/22/2015","279.23","282.53","282.53","278.67","53.26M","-1.36%"
"09/21/2015","283.07","281.00","284.15","281.00","46.80M","0.83%"
"09/18/2015","280.74","281.34","284.03","279.56","145.13M","-0.38%"
"09/17/2015","281.80","278.96","286.22","277.70","53.64M","1.00%"
"09/16/2015","279.02","275.69","279.49","275.61","42.49M","1.15%"
"09/15/2015","275.84","273.66","276.37","271.92","43.09M","0.85%"
"09/14/2015","273.51","273.73","274.23","272.76","37.82M","-0.07%"
"09/11/2015","273.70","269.25","273.70","268.70","47.98M","1.54%"
"09/10/2015","269.55","269.09","272.01","268.61","57.42M","0.17%"
"09/09/2015","269.10","273.89","275.00","268.73","51.76M","-1.29%"
"09/08/2015","272.63","269.41","273.26","269.41","46.92M","1.51%"
"09/04/2015","268.58","273.57","273.57","266.95","43.89M","-1.92%"
"09/03/2015","273.85","273.40","275.53","273.17","41.94M","0.26%"
"09/02/2015","273.15","271.58","273.69","270.60","51.12M","1.09%"
"09/01/2015","270.21","274.58","274.58","268.53","59.19M","-1.90%"
"08/31/2015","275.43","280.88","280.88","275.39","79.27M","-2.00%"
"08/28/2015","281.04","281.21","281.57","279.47","48.21M","-0.15%"
"08/27/2015","281.47","277.09","283.54","276.58","59.42M","1.98%"
"08/26/2015","276.00","270.08","276.53","270.08","70.62M","2.59%"
"08/25/2015","269.02","276.45","279.43","268.91","68.92M","-2.52%"
"08/24/2015","275.97","289.21","289.21","275.29","91.06M","-4.59%"
"08/21/2015","289.26","294.65","294.75","289.26","68.74M","-1.97%"
"08/20/2015","295.08","297.07","297.29","294.87","43.53M","-0.83%"
"08/19/2015","297.56","298.82","299.05","296.06","45.35M","-0.61%"
"08/18/2015","299.39","299.09","299.82","298.20","38.46M","0.04%"
"08/17/2015","299.27","296.96","299.29","295.75","41.73M","0.75%"
"08/14/2015","297.03","295.10","297.12","293.86","35.05M","0.57%"
"08/13/2015","295.35","295.03","296.50","292.28","38.14M","0.08%"
"08/12/2015","295.12","294.01","295.15","291.71","46.95M","0.23%"
"08/11/2015","294.43","292.27","295.36","291.74","45.34M","0.69%"
"08/10/2015","292.42","292.93","294.10","291.42","43.66M","-0.11%"
"08/07/2015","292.73","291.79","292.97","289.71","40.28M","0.31%"
"08/06/2015","291.83","291.73","292.18","287.69","60.88M","0.08%"
"08/05/2015","291.60","293.37","294.01","290.73","50.39M","-0.46%"
"08/04/2015","292.95","294.31","295.95","292.42","41.76M","-0.50%"
"08/03/2015","294.43","292.97","294.71","292.92","38.56M","0.52%"
"07/31/2015","292.92","291.32","295.14","291.32","60.06M","0.60%"
"07/30/2015","291.16","292.33","292.33","290.40","41.09M","-0.42%"
"07/29/2015","292.38","290.89","292.77","289.12","38.17M","0.49%"
"07/28/2015","290.94","290.37","291.76","289.89","42.49M","0.23%"
"07/27/2015","290.28","289.90","291.64","289.71","48.74M","0.12%"
"07/24/2015","289.92","289.33","290.86","288.78","38.28M","0.12%"
"07/23/2015","289.58","292.05","292.35","287.99","51.53M","-0.83%"
"07/22/2015","292.00","291.19","292.94","291.12","34.69M","0.31%"
"07/21/2015","291.10","292.24","293.22","291.05","38.94M","-0.39%"
"07/20/2015","292.24","291.37","292.59","290.31","33.95M","0.25%"
"07/17/2015","291.52","292.91","292.91","290.73","36.47M","-0.47%"
"07/16/2015","292.91","291.13","293.09","291.13","40.21M","0.75%"
"07/15/2015","290.73","290.32","291.44","289.25","42.84M","0.13%"
"07/14/2015","290.36","289.80","291.27","289.05","35.07M","0.21%"
"07/13/2015","289.74","289.37","292.65","288.44","41.19M","0.14%"
"07/10/2015","289.33","287.40","291.04","287.40","41.12M","0.78%"
"07/09/2015","287.08","288.52","290.24","286.52","42.44M","-0.43%"
"07/08/2015","288.31","289.55","289.68","287.83","24.93M","-0.60%"
"07/07/2015","290.04","286.24","290.56","286.24","56.74M","1.50%"
"07/06/2015","285.76","284.44","286.10","283.45","53.50M","0.43%"
"07/02/2015","284.53","284.03","287.34","284.03","45.68M","0.27%"
"07/01/2015","283.75","279.94","283.75","279.45","54.96M","1.43%"
"06/30/2015","279.76","279.88","282.09","279.14","71.04M","0.13%"
"06/29/2015","279.41","283.97","285.20","279.33","51.96M","-1.66%"
"06/26/2015","284.13","283.42","284.83","281.97","95.08M","0.23%"
"06/25/2015","283.48","286.06","286.14","283.48","53.31M","-0.89%"
"06/24/2015","286.04","287.90","288.64","286.04","42.27M","-0.65%"
"06/23/2015","287.92","289.42","289.94","287.21","40.71M","-0.58%"
"06/22/2015","289.59","292.06","293.41","289.41","59.54M","-0.81%"
"06/19/2015","291.96","294.14","294.14","291.54","123.69M","-0.80%"
"06/18/2015","294.32","290.67","295.36","290.67","54.66M","1.35%"
"06/17/2015","290.41","288.37","290.72","286.57","50.62M","0.72%"
"06/16/2015","288.34","286.25","288.76","286.09","40.89M","0.77%"
"06/15/2015","286.13","287.66","287.66","285.50","48.34M","-0.55%"
"06/12/2015","287.71","288.19","288.76","287.27","36.98M","-0.19%"
"06/11/2015","288.27","287.06","288.82","287.06","50.28M","0.66%"
"06/10/2015","286.38","284.45","288.46","284.13","45.28M","0.73%"
"06/09/2015","284.31","286.33","286.70","283.96","39.62M","-0.74%"
"06/08/2015","286.42","287.06","287.75","286.09","40.46M","-0.22%"
"06/05/2015","287.04","289.49","289.49","286.18","51.85M","-1.16%"
"06/04/2015","290.41","290.42","291.68","289.64","40.20M","-0.09%"
"06/03/2015","290.68","294.61","294.65","290.30","41.03M","-1.36%"
"06/02/2015","294.70","296.84","296.84","293.68","42.67M","-0.77%"
"06/01/2015","297.00","294.09","297.57","293.67","40.30M","1.04%"
"05/29/2015","293.95","296.91","297.40","293.47","170.76M","-0.98%"
"05/28/2015","296.85","297.50","297.70","295.63","36.79M","-0.25%"
"05/27/2015","297.60","295.29","297.99","294.86","37.52M","0.85%"
"05/26/2015","295.10","296.64","296.64","294.20","40.50M","-0.62%"
"05/22/2015","296.93","296.60","298.45","295.40","29.31M","0.00%"
"05/21/2015","296.92","298.56","298.86","295.90","37.57M","-0.52%"
"05/20/2015","298.46","299.29","300.32","298.45","38.46M","-0.23%"
"05/19/2015","299.14","299.46","300.54","298.32","38.49M","-0.15%"
"05/18/2015","299.59","299.57","300.17","298.48","35.31M","-0.25%"
"05/15/2015","300.34","298.04","300.99","298.04","57.83M","0.85%"
"05/14/2015","297.81","292.91","297.82","292.91","37.10M","1.80%"
"05/13/2015","292.55","295.34","297.60","291.96","43.27M","-0.86%"
"05/12/2015","295.08","293.91","295.86","290.59","41.29M","0.19%"
"05/11/2015","294.53","298.64","299.17","293.76","48.63M","-1.43%"
